code,year,color,id,name
BMU,2005,"rgb(1,2,253)",'060,Bermuda
BOL,2005,"rgb(42,16,197)",'068,Bolivia
BRA,2005,"rgb(53,48,154)",'076,Brazil
BRB,2005,"rgb(17,11,226)",'052,Barbados
BTN,2005,"rgb(99,109,47)",'064,Bhutan
BWA,2005,"rgb(39,64,153)",'072,Botswana
CAF,2005,"rgb(148,63,44)",'140,Central African Republic
CAN,2005,"rgb(15,5,235)",'124,Canada
CHE,2005,"rgb(15,181,59)",'756,Switzerland
CHL,2005,"rgb(93,25,136)",'152,Chile
CIV,2005,"rgb(42,30,183)",'384,C?te d'Ivoire
CMR,2005,"rgb(86,58,110)",'120,Cameroon
COK,2005,"rgb(180,17,58)",'184,Cook Islands
COL,2005,"rgb(26,16,213)",'170,Colombia
COM,2005,"rgb(182,72,1)",'174,The Comoros
CPV,2005,"rgb(32,93,129)",'132,Cape Verde
CRI,2005,"rgb(19,12,223)",'188,Costa Rica
CUB,2005,"rgb(138,47,69)",'192,Cuba
CYP,2005,"rgb(66,156,32)",'196,Cyprus
CZE,2005,"rgb(19,218,18)",'203,Czech Republic
DMA,2005,"rgb(13,7,235)",'212,Dominica
DNK,2005,"rgb(30,183,42)",'208,Denmark
DOM,2005,"rgb(12,5,238)",'214,Dominican Republic
DZA,2005,"rgb(25,40,189)",'012,Algeria
ECU,2005,"rgb(20,14,221)",'218,Ecuador
EGY,2005,"rgb(53,59,142)",'818,Egypt
ESP,2005,"rgb(43,168,45)",'724,Spain
EST,2005,"rgb(55,156,44)",'233,Estonia
ETH,2005,"rgb(124,44,87)",'231,Ethiopia
FIN,2005,"rgb(51,146,58)",'246,Finland
FJI,2005,"rgb(55,19,182)",'242,Fiji
FRA,2005,"rgb(36,156,64)",'250,France
FRO,2005,"rgb(44,113,98)",'234,Faroe Islands
FSM,2005,"rgb(18,0,237)",'583,Federated States of Micronesia
GAB,2005,"rgb(16,2,237)",'266,Gabon
GBR,2005,"rgb(42,112,102)",'826,Great Britain (United Kingdom; England)
GEO,2005,"rgb(29,130,97)",'268,Georgia
GHA,2005,"rgb(91,74,89)",'288,Ghana
GIN,2005,"rgb(50,63,142)",'324,Guinea
GMB,2005,"rgb(86,107,62)",'270,Gambia
GNB,2005,"rgb(252,3,0)",'624,Guinea-Bissau
GRC,2005,"rgb(39,167,49)",'300,Greece
GRD,2005,"rgb(19,7,229)",'308,Grenada
GRL,2005,"rgb(15,118,121)",'304,Greenland
GTM,2005,"rgb(27,10,218)",'320,Guatemala
GUY,2005,"rgb(25,2,227)",'328,Guyana
HKG,2005,"rgb(198,11,46)",'344,Hong Kong
HND,2005,"rgb(12,19,223)",'340,Honduras
HRV,2005,"rgb(43,178,34)",'191,Croatia
HUN,2005,"rgb(23,214,17)",'348,Hungary
IDN,2005,"rgb(107,30,118)",'360,Indonesia
IND,2005,"rgb(86,45,124)",'356,India
IRL,2005,"rgb(29,70,156)",'372,Ireland
IRN,2005,"rgb(83,166,6)",'364,Iran
ISL,2005,"rgb(33,137,86)",'352,Iceland
ISR,2005,"rgb(24,39,193)",'376,Israel
ITA,2005,"rgb(33,162,61)",'380,Italy
JAM,2005,"rgb(23,13,220)",'388,Jamaica
JOR,2005,"rgb(72,61,123)",'400,Jordan
JPN,2005,"rgb(113,22,120)",'392,Japan
KAZ,2005,"rgb(129,60,66)",'398,Kazakhstan
KEN,2005,"rgb(59,51,145)",'404,Kenya
KGZ,2005,"rgb(137,44,74)",'417,Kyrgyzstan
KHM,2005,"rgb(48,26,181)",'116,Cambodia
KIR,2005,"rgb(116,2,136)",'296,Kiribati
KNA,2005,"rgb(3,1,251)",'659,St. Kitts & Nevis
KOR,2005,"rgb(133,27,96)",'410,South Korea
LBN,2005,"rgb(95,84,76)",'422,Lebanon
LCA,2005,"rgb(11,8,236)",'662,St. Lucia
LKA,2005,"rgb(51,35,169)",'144,Sri Lanka
LTU,2005,"rgb(21,182,52)",'440,Lithuania
LUX,2005,"rgb(7,219,29)",'442,Luxembourg
LVA,2005,"rgb(17,206,32)",'428,Latvia
MAC,2005,"rgb(140,20,95)",'446,Macao
MAR,2005,"rgb(83,100,72)",'504,Morocco
MDA,2005,"rgb(49,155,51)",'498,Moldova
MDG,2005,"rgb(116,42,97)",'450,Madagascar
MDV,2005,"rgb(83,105,67)",'462,Maldives
MEX,2005,"rgb(14,8,232)",'484,Mexico
MKD,2005,"rgb(35,195,25)",'807,Republic of Macedonia (FYROM)
MLI,2005,"rgb(135,47,73)",'466,Mali
MLT,2005,"rgb(19,129,107)",'470,Malta
MNG,2005,"rgb(196,12,47)",'496,Mongolia
MOZ,2005,"rgb(118,35,102)",'508,Mozambique
MRT,2005,"rgb(36,112,107)",'478,Mauritania
MSR,2005,"rgb(4,2,249)",'500,Montserrat
MUS,2005,"rgb(109,56,90)",'480,Mauritius
MWI,2005,"rgb(51,92,112)",'454,Malawi
MYS,2005,"rgb(78,28,149)",'458,Malaysia
MYT,2005,"rgb(153,60,42)",'175,Mayotte
NAM,2005,"rgb(43,71,141)",'516,Namibia
NCL,2005,"rgb(121,60,74)",'540,New Caledonia
NER,2005,"rgb(103,27,125)",'562,Niger
NIC,2005,"rgb(39,13,203)",'558,Nicaragua
NLD,2005,"rgb(33,172,50)",'528,Netherlands
NOR,2005,"rgb(30,153,72)",'578,Norway
NZL,2005,"rgb(86,40,130)",'554,New Zealand
OMN,2005,"rgb(195,23,36)",'512,Oman
PAK,2005,"rgb(70,47,138)",'586,Pakistan
PAN,2005,"rgb(16,8,231)",'591,Panama
PER,2005,"rgb(66,21,169)",'604,Peru
PHL,2005,"rgb(69,24,161)",'608,The Philippines
POL,2005,"rgb(26,211,18)",'616,Poland
PRT,2005,"rgb(13,195,47)",'620,Portugal
PRY,2005,"rgb(179,17,59)",'600,Paraguay
PYF,2005,"rgb(79,37,139)",'258,French polynesia
QAT,2005,"rgb(69,72,114)",'634,Qatar
ROU,2005,"rgb(34,179,42)",'642,Romania
RUS,2005,"rgb(81,131,43)",'643,Russian Federation
RWA,2005,"rgb(81,105,69)",'646,Rwanda
SAU,2005,"rgb(72,62,121)",'682,Saudi Arabia
SDN,2005,"rgb(229,20,6)",'729,Sudan
SEN,2005,"rgb(92,58,104)",'686,Senegal
SGP,2005,"rgb(103,31,121)",'702,Singapore
SLB,2005,"rgb(205,10,41)",'090,Solomon Islands
SLV,2005,"rgb(12,9,234)",'222,El Salvador
STP,2005,"rgb(71,148,35)",'678,Sao Tome & Principe
SUR,2005,"rgb(50,15,190)",'740,Suriname
SVK,2005,"rgb(18,216,21)",'703,Slovakia
SVN,2005,"rgb(19,213,23)",'705,Slovenia
SWE,2005,"rgb(25,151,79)",'752,Sweden
SWZ,2005,"rgb(122,8,125)",'748,Swaziland
SYC,2005,"rgb(13,217,25)",'690,Seychelles
SYR,2005,"rgb(107,55,92)",'760,Syria
TCA,2005,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2005,"rgb(180,52,23)",'768,Togo
THA,2005,"rgb(101,26,128)",'764,Thailand
TLS,2005,"rgb(31,32,192)",'626,Timor-Leste (East Timor)
TON,2005,"rgb(63,3,189)",'776,Tonga
TTO,2005,"rgb(6,5,245)",'780,Trinidad & Tobago
TUN,2005,"rgb(36,180,39)",'788,Tunisia
TUR,2005,"rgb(46,144,64)",'792,Turkey
TUV,2005,"rgb(245,0,10)",'798,Tuvalu
TZA,2005,"rgb(134,70,51)",'834,Tanzania
UGA,2005,"rgb(100,72,82)",'800,Uganda
UKR,2005,"rgb(73,134,48)",'804,Ukraine
URY,2005,"rgb(56,36,163)",'858,Uruguay
VCT,2005,"rgb(18,7,230)",'670,St. Vincent & the Grenadines
VEN,2005,"rgb(8,8,239)",'862,Venezuela
VNM,2005,"rgb(132,25,98)",'704,Vietnam
WLF,2005,"rgb(168,18,69)",'876,Wallis and Futuna
WSM,2005,"rgb(40,3,212)",'882,Samoa
YEM,2005,"rgb(194,14,47)",'887,Yemen
ZAF,2005,"rgb(61,106,89)",'710,South Africa
ZMB,2005,"rgb(184,33,38)",'894,Zambia
ZWE,2005,"rgb(124,55,77)",'716,Zimbabwe
TWN,2005,"rgb(128,22,105)",'158,Taiwan
ABW,2006,"rgb(5,2,248)",'533,Aruba
AIA,2006,"rgb(2,1,253)",'660,Anguilla
ALB,2006,"rgb(115,119,21)",'008,Albania
AND,2006,"rgb(70,165,20)",'020,Andorra
ANT,2006,"rgb(15,3,236)",NA,NA
ARE,2006,"rgb(102,71,82)",'784,United Arab Emirates
ARG,2006,"rgb(95,39,121)",'032,Argentina
ARM,2006,"rgb(55,120,81)",'051,Armenia
ATG,2006,"rgb(9,5,241)",'028,Antigua & Barbuda
AUS,2006,"rgb(128,29,98)",'036,Australia
AUT,2006,"rgb(13,215,26)",'040,Austria
AZE,2006,"rgb(62,112,81)",'031,Azerbaijan
BDI,2006,"rgb(111,81,63)",'108,Burundi
BEL,2006,"rgb(22,177,56)",'056,Belgium
BEN,2006,"rgb(210,23,22)",'204,Benin
BGD,2006,"rgb(93,61,101)",'050,Bangladesh
BGR,2006,"rgb(42,176,36)",'100,Bulgaria
BHR,2006,"rgb(79,62,114)",'048,Bahrain
BHS,2006,"rgb(0,3,252)",'044,The Bahamas
BIH,2006,"rgb(35,184,36)",'070,Bosnia & Herzegovina
BLR,2006,"rgb(59,151,45)",'112,Belarus
BLZ,2006,"rgb(18,2,235)",'084,Belize
BMU,2006,"rgb(2,4,250)",'060,Bermuda
BOL,2006,"rgb(54,20,181)",'068,Bolivia
BRA,2006,"rgb(61,46,148)",'076,Brazil
BRB,2006,"rgb(16,9,230)",'052,Barbados
BRN,2006,"rgb(77,11,167)",'096,Brunei
BTN,2006,"rgb(119,85,51)",'064,Bhutan
BWA,2006,"rgb(56,53,146)",'072,Botswana
CAF,2006,"rgb(18,230,7)",'140,Central African Republic
CAN,2006,"rgb(17,6,232)",'124,Canada
CHE,2006,"rgb(16,179,61)",'756,Switzerland
CHL,2006,"rgb(87,28,141)",'152,Chile
CIV,2006,"rgb(53,72,130)",'384,C?te d'Ivoire
CMR,2006,"rgb(106,45,105)",'120,Cameroon
COL,2006,"rgb(33,16,207)",'170,Colombia
COM,2006,"rgb(238,17,0)",'174,The Comoros
CPV,2006,"rgb(70,111,74)",'132,Cape Verde
CRI,2006,"rgb(32,10,214)",'188,Costa Rica
CUB,2006,"rgb(145,62,48)",'192,Cuba
CYP,2006,"rgb(70,158,28)",'196,Cyprus
CZE,2006,"rgb(23,215,16)",'203,Czech Republic
DMA,2006,"rgb(23,9,222)",'212,Dominica
DNK,2006,"rgb(31,179,45)",'208,Denmark
DOM,2006,"rgb(18,5,232)",'214,Dominican Republic
DZA,2006,"rgb(22,24,209)",'012,Algeria
ECU,2006,"rgb(24,11,221)",'218,Ecuador
EGY,2006,"rgb(62,59,134)",'818,Egypt
ESP,2006,"rgb(47,162,47)",'724,Spain
EST,2006,"rgb(64,136,56)",'233,Estonia
ETH,2006,"rgb(160,55,41)",'231,Ethiopia
FIN,2006,"rgb(59,139,57)",'246,Finland
FJI,2006,"rgb(71,26,158)",'242,Fiji
FRA,2006,"rgb(39,152,64)",'250,France
FRO,2006,"rgb(63,167,25)",'234,Faroe Islands
FSM,2006,"rgb(19,0,236)",'583,Federated States of Micronesia
GAB,2006,"rgb(40,3,213)",'266,Gabon
GBR,2006,"rgb(42,114,99)",'826,Great Britain (United Kingdom; England)
GEO,2006,"rgb(42,144,69)",'268,Georgia
GHA,2006,"rgb(100,71,84)",'288,Ghana
GIN,2006,"rgb(78,63,114)",'324,Guinea
GMB,2006,"rgb(79,71,105)",'270,Gambia
GRC,2006,"rgb(42,178,35)",'300,Greece
GRD,2006,"rgb(28,9,219)",'308,Grenada
GRL,2006,"rgb(57,115,83)",'304,Greenland
GTM,2006,"rgb(23,11,221)",'320,Guatemala
GUY,2006,"rgb(38,7,211)",'328,Guyana
HKG,2006,"rgb(202,10,43)",'344,Hong Kong
HND,2006,"rgb(11,15,230)",'340,Honduras
HRV,2006,"rgb(49,177,29)",'191,Croatia
HUN,2006,"rgb(23,215,17)",'348,Hungary
IDN,2006,"rgb(113,26,116)",'360,Indonesia
IND,2006,"rgb(93,44,119)",'356,India
IRL,2006,"rgb(34,76,145)",'372,Ireland
IRN,2006,"rgb(219,29,7)",'364,Iran
ISL,2006,"rgb(31,117,108)",'352,Iceland
ISR,2006,"rgb(27,39,189)",'376,Israel
ITA,2006,"rgb(37,162,56)",'380,Italy
JAM,2006,"rgb(42,11,203)",'388,Jamaica
JOR,2006,"rgb(79,58,118)",'400,Jordan
JPN,2006,"rgb(115,21,118)",'392,Japan
KAZ,2006,"rgb(149,64,42)",'398,Kazakhstan
KEN,2006,"rgb(79,60,116)",'404,Kenya
KGZ,2006,"rgb(168,25,61)",'417,Kyrgyzstan
KHM,2006,"rgb(51,23,181)",'116,Cambodia
KIR,2006,"rgb(106,3,146)",'296,Kiribati
KNA,2006,"rgb(3,1,251)",'659,St. Kitts & Nevis
KOR,2006,"rgb(139,25,91)",'410,South Korea
KWT,2006,"rgb(85,66,104)",'414,Kuwait
LBN,2006,"rgb(79,68,108)",'422,Lebanon
LCA,2006,"rgb(10,9,237)",'662,St. Lucia
LKA,2006,"rgb(58,39,158)",'144,Sri Lanka
LTU,2006,"rgb(22,190,43)",'440,Lithuania
LUX,2006,"rgb(10,218,27)",'442,Luxembourg
LVA,2006,"rgb(19,216,20)",'428,Latvia
MAC,2006,"rgb(148,20,86)",'446,Macao
MAR,2006,"rgb(85,89,80)",'504,Morocco
MDA,2006,"rgb(69,156,31)",'498,Moldova
MDG,2006,"rgb(131,41,83)",'450,Madagascar
MDV,2006,"rgb(72,82,101)",'462,Maldives
MEX,2006,"rgb(17,8,229)",'484,Mexico
MKD,2006,"rgb(38,200,17)",'807,Republic of Macedonia (FYROM)
MLI,2006,"rgb(147,41,67)",'466,Mali
MLT,2006,"rgb(35,120,100)",'470,Malta
MNE,2006,"rgb(57,171,27)",'499,Montenegro
MNG,2006,"rgb(222,8,25)",'496,Mongolia
MOZ,2006,"rgb(95,72,89)",'508,Mozambique
MRT,2006,"rgb(93,70,92)",'478,Mauritania
MSR,2006,"rgb(4,1,250)",'500,Montserrat
MUS,2006,"rgb(107,62,85)",'480,Mauritius
MWI,2006,"rgb(34,108,113)",'454,Malawi
MYS,2006,"rgb(84,28,143)",'458,Malaysia
MYT,2006,"rgb(143,78,34)",'175,Mayotte
NAM,2006,"rgb(84,99,71)",'516,Namibia
NCL,2006,"rgb(139,56,61)",'540,New Caledonia
NER,2006,"rgb(127,17,111)",'562,Niger
NGA,2006,"rgb(23,9,222)",'566,Nigeria
NIC,2006,"rgb(43,15,198)",'558,Nicaragua
NLD,2006,"rgb(33,171,51)",'528,Netherlands
NOR,2006,"rgb(35,153,67)",'578,Norway
NZL,2006,"rgb(93,36,126)",'554,New Zealand
OMN,2006,"rgb(196,19,41)",'512,Oman
PAK,2006,"rgb(76,42,138)",'586,Pakistan
PAN,2006,"rgb(108,8,140)",'591,Panama
PER,2006,"rgb(73,25,157)",'604,Peru
PHL,2006,"rgb(74,28,153)",'608,The Philippines
POL,2006,"rgb(30,208,17)",'616,Poland
PRT,2006,"rgb(15,195,45)",'620,Portugal
PRY,2006,"rgb(185,13,57)",'600,Paraguay
PYF,2006,"rgb(79,42,135)",'258,French polynesia
QAT,2006,"rgb(74,84,97)",'634,Qatar
ROU,2006,"rgb(35,189,31)",'642,Romania
RUS,2006,"rgb(84,126,45)",'643,Russian Federation
RWA,2006,"rgb(94,77,84)",'646,Rwanda
SAU,2006,"rgb(79,62,114)",'682,Saudi Arabia
SDN,2006,"rgb(233,18,4)",'729,Sudan
SEN,2006,"rgb(112,61,82)",'686,Senegal
SGP,2006,"rgb(110,27,118)",'702,Singapore
SLB,2006,"rgb(219,6,30)",'090,Solomon Islands
SLV,2006,"rgb(17,11,228)",'222,El Salvador
SRB,2006,"rgb(67,161,27)",'688,Serbia
STP,2006,"rgb(59,71,125)",'678,Sao Tome & Principe
SUR,2006,"rgb(47,16,192)",'740,Suriname
SVK,2006,"rgb(22,211,22)",'703,Slovakia
SVN,2006,"rgb(20,210,25)",'705,Slovenia
SWE,2006,"rgb(28,154,74)",'752,Sweden
SWZ,2006,"rgb(58,59,138)",'748,Swaziland
SYC,2006,"rgb(81,92,82)",'690,Seychelles
SYR,2006,"rgb(117,68,70)",'760,Syria
TCA,2006,"rgb(0,0,255)",'796,Turks & Caicos Islands
THA,2006,"rgb(109,24,122)",'764,Thailand
TON,2006,"rgb(74,0,181)",'776,Tonga
TTO,2006,"rgb(6,3,246)",'780,Trinidad & Tobago
TUN,2006,"rgb(41,161,53)",'788,Tunisia
TUR,2006,"rgb(57,135,63)",'792,Turkey
TUV,2006,"rgb(244,0,11)",'798,Tuvalu
TZA,2006,"rgb(134,78,43)",'834,Tanzania
UGA,2006,"rgb(101,81,72)",'800,Uganda
UKR,2006,"rgb(69,135,51)",'804,Ukraine
URY,2006,"rgb(80,41,134)",'858,Uruguay
VCT,2006,"rgb(21,13,222)",'670,St. Vincent & the Grenadines
VEN,2006,"rgb(11,9,235)",'862,Venezuela
VNM,2006,"rgb(124,28,103)",'704,Vietnam
VUT,2006,"rgb(170,10,75)",'548,Vanuatu
WLF,2006,"rgb(201,11,42)",'876,Wallis and Futuna
WSM,2006,"rgb(42,2,211)",'882,Samoa
YEM,2006,"rgb(171,16,68)",'887,Yemen
ZAF,2006,"rgb(70,97,88)",'710,South Africa
ZMB,2006,"rgb(194,29,32)",'894,Zambia
ZWE,2006,"rgb(45,48,163)",'716,Zimbabwe
TWN,2006,"rgb(137,20,99)",'158,Taiwan
ABW,2007,"rgb(6,2,247)",'533,Aruba
AGO,2007,"rgb(139,1,115)",'024,Angola
AIA,2007,"rgb(3,1,251)",'660,Anguilla
ALB,2007,"rgb(126,106,23)",'008,Albania
AND,2007,"rgb(69,163,23)",'020,Andorra
ANT,2007,"rgb(11,8,236)",NA,NA
ARE,2007,"rgb(111,65,79)",'784,United Arab Emirates
ARG,2007,"rgb(112,37,106)",'032,Argentina
ARM,2007,"rgb(77,109,69)",'051,Armenia
ATG,2007,"rgb(5,3,246)",'028,Antigua & Barbuda
AUS,2007,"rgb(137,29,89)",'036,Australia
AUT,2007,"rgb(16,214,25)",'040,Austria
AZE,2007,"rgb(55,94,106)",'031,Azerbaijan
BDI,2007,"rgb(124,94,37)",'108,Burundi
BEL,2007,"rgb(25,177,54)",'056,Belgium
BEN,2007,"rgb(175,20,60)",'204,Benin
BFA,2007,"rgb(120,40,95)",'854,Burkina
BGD,2007,"rgb(81,65,109)",'050,Bangladesh
BGR,2007,"rgb(54,171,30)",'100,Bulgaria
BHR,2007,"rgb(81,55,119)",'048,Bahrain
BHS,2007,"rgb(1,2,252)",'044,The Bahamas
BIH,2007,"rgb(43,180,32)",'070,Bosnia & Herzegovina
BLR,2007,"rgb(67,150,38)",'112,Belarus
BLZ,2007,"rgb(33,2,220)",'084,Belize
BMU,2007,"rgb(1,4,250)",'060,Bermuda
BOL,2007,"rgb(66,20,169)",'068,Bolivia
BRA,2007,"rgb(71,49,135)",'076,Brazil
BRB,2007,"rgb(20,11,224)",'052,Barbados
BRN,2007,"rgb(85,15,155)",'096,Brunei
BTN,2007,"rgb(170,54,31)",'064,Bhutan
BWA,2007,"rgb(121,63,71)",'072,Botswana
CAF,2007,"rgb(145,79,31)",'140,Central African Republic
CAN,2007,"rgb(19,6,230)",'124,Canada
CHE,2007,"rgb(18,183,55)",'756,Switzerland
CHL,2007,"rgb(116,24,116)",'152,Chile
CIV,2007,"rgb(74,67,113)",'384,C?te d'Ivoire
CMR,2007,"rgb(98,41,116)",'120,Cameroon
COG,2007,"rgb(199,1,55)",'178,Republic of the Congo
COK,2007,"rgb(134,4,116)",'184,Cook Islands
COL,2007,"rgb(42,18,195)",'170,Colombia
COM,2007,"rgb(226,29,0)",'174,The Comoros
CPV,2007,"rgb(70,116,69)",'132,Cape Verde
CRI,2007,"rgb(40,10,205)",'188,Costa Rica
CYP,2007,"rgb(80,154,20)",'196,Cyprus
CZE,2007,"rgb(30,210,15)",'203,Czech Republic
DMA,2007,"rgb(16,6,233)",'212,Dominica
DNK,2007,"rgb(35,176,44)",'208,Denmark
DOM,2007,"rgb(30,6,219)",'214,Dominican Republic
DZA,2007,"rgb(35,20,200)",'012,Algeria
ECU,2007,"rgb(28,13,214)",'218,Ecuador
EGY,2007,"rgb(62,68,124)",'818,Egypt
ESP,2007,"rgb(52,159,44)",'724,Spain
EST,2007,"rgb(58,149,48)",'233,Estonia
ETH,2007,"rgb(170,33,52)",'231,Ethiopia
FIN,2007,"rgb(60,140,56)",'246,Finland
FJI,2007,"rgb(67,8,180)",'242,Fiji
FRA,2007,"rgb(43,152,59)",'250,France
FRO,2007,"rgb(64,164,28)",'234,Faroe Islands
FSM,2007,"rgb(20,0,234)",'583,Federated States of Micronesia
GAB,2007,"rgb(41,4,210)",'266,Gabon
GBR,2007,"rgb(47,110,98)",'826,Great Britain (United Kingdom; England)
GEO,2007,"rgb(55,114,86)",'268,Georgia
GHA,2007,"rgb(110,62,84)",'288,Ghana
GIN,2007,"rgb(49,63,143)",'324,Guinea
GMB,2007,"rgb(84,65,107)",'270,Gambia
GRC,2007,"rgb(53,166,36)",'300,Greece
GRD,2007,"rgb(17,8,230)",'308,Grenada
GRL,2007,"rgb(61,106,87)",'304,Greenland
GTM,2007,"rgb(24,9,222)",'320,Guatemala
GUY,2007,"rgb(52,7,197)",'328,Guyana
HKG,2007,"rgb(205,10,40)",'344,Hong Kong
HND,2007,"rgb(17,17,222)",'340,Honduras
HRV,2007,"rgb(56,170,29)",'191,Croatia
HUN,2007,"rgb(25,214,15)",'348,Hungary
IDN,2007,"rgb(119,28,108)",'360,Indonesia
IND,2007,"rgb(106,42,107)",'356,India
IRL,2007,"rgb(38,76,141)",'372,Ireland
ISL,2007,"rgb(31,120,104)",'352,Iceland
ISR,2007,"rgb(31,38,186)",'376,Israel
ITA,2007,"rgb(41,162,52)",'380,Italy
JAM,2007,"rgb(19,8,228)",'388,Jamaica
JOR,2007,"rgb(82,62,111)",'400,Jordan
JPN,2007,"rgb(122,22,112)",'392,Japan
KAZ,2007,"rgb(165,54,37)",'398,Kazakhstan
KEN,2007,"rgb(86,52,117)",'404,Kenya
KGZ,2007,"rgb(184,27,44)",'417,Kyrgyzstan
KHM,2007,"rgb(59,19,177)",'116,Cambodia
KIR,2007,"rgb(126,1,129)",'296,Kiribati
KNA,2007,"rgb(4,6,244)",'659,St. Kitts & Nevis
KOR,2007,"rgb(146,25,84)",'410,South Korea
KWT,2007,"rgb(95,60,100)",'414,Kuwait
LBN,2007,"rgb(89,65,100)",'422,Lebanon
LBY,2007,"rgb(54,121,80)",'434,Libya
LCA,2007,"rgb(6,6,243)",'662,St. Lucia
LKA,2007,"rgb(64,44,147)",'144,Sri Lanka
LTU,2007,"rgb(25,195,35)",'440,Lithuania
LUX,2007,"rgb(8,220,27)",'442,Luxembourg
LVA,2007,"rgb(26,209,20)",'428,Latvia
MAC,2007,"rgb(153,23,79)",'446,Macao
MAR,2007,"rgb(82,78,95)",'504,Morocco
MDA,2007,"rgb(77,154,24)",'498,Moldova
MDG,2007,"rgb(133,35,87)",'450,Madagascar
MDV,2007,"rgb(85,88,82)",'462,Maldives
MEX,2007,"rgb(20,9,226)",'484,Mexico
MKD,2007,"rgb(45,186,24)",'807,Republic of Macedonia (FYROM)
MLI,2007,"rgb(136,46,72)",'466,Mali
MLT,2007,"rgb(27,130,99)",'470,Malta
MNE,2007,"rgb(71,156,28)",'499,Montenegro
MNG,2007,"rgb(233,9,13)",'496,Mongolia
MOZ,2007,"rgb(137,40,77)",'508,Mozambique
MRT,2007,"rgb(103,108,44)",'478,Mauritania
MSR,2007,"rgb(4,1,250)",'500,Montserrat
MUS,2007,"rgb(134,48,73)",'480,Mauritius
MWI,2007,"rgb(58,93,104)",'454,Malawi
MYS,2007,"rgb(99,32,124)",'458,Malaysia
MYT,2007,"rgb(140,83,32)",'175,Mayotte
NAM,2007,"rgb(101,83,71)",'516,Namibia
NCL,2007,"rgb(148,54,54)",'540,New Caledonia
NER,2007,"rgb(84,35,136)",'562,Niger
NGA,2007,"rgb(38,19,198)",'566,Nigeria
NIC,2007,"rgb(47,11,197)",'558,Nicaragua
NLD,2007,"rgb(36,170,49)",'528,Netherlands
NOR,2007,"rgb(35,152,68)",'578,Norway
NZL,2007,"rgb(104,37,114)",'554,New Zealand
OMN,2007,"rgb(202,25,28)",'512,Oman
PAK,2007,"rgb(93,36,126)",'586,Pakistan
PAN,2007,"rgb(104,7,144)",'591,Panama
PER,2007,"rgb(86,25,143)",'604,Peru
PHL,2007,"rgb(84,29,141)",'608,The Philippines
PLW,2007,"rgb(29,1,225)",'585,Palau
POL,2007,"rgb(35,205,15)",'616,Poland
PRT,2007,"rgb(18,197,40)",'620,Portugal
PRY,2007,"rgb(184,30,40)",'600,Paraguay
PSE,2007,"rgb(160,64,31)",'275,Palestinian territories
PYF,2007,"rgb(96,36,123)",'258,French polynesia
QAT,2007,"rgb(67,72,115)",'634,Qatar
ROU,2007,"rgb(28,208,19)",'642,Romania
RUS,2007,"rgb(99,114,42)",'643,Russian Federation
RWA,2007,"rgb(104,70,81)",'646,Rwanda
SAU,2007,"rgb(84,66,105)",'682,Saudi Arabia
SDN,2007,"rgb(191,57,7)",'729,Sudan
SEN,2007,"rgb(132,69,54)",'686,Senegal
SGP,2007,"rgb(116,27,113)",'702,Singapore
SLB,2007,"rgb(245,4,6)",'090,Solomon Islands
SLV,2007,"rgb(18,10,226)",'222,El Salvador
SRB,2007,"rgb(70,161,24)",'688,Serbia
STP,2007,"rgb(197,50,9)",'678,Sao Tome & Principe
SUR,2007,"rgb(55,11,190)",'740,Suriname
SVK,2007,"rgb(31,206,18)",'703,Slovakia
SVN,2007,"rgb(24,208,23)",'705,Slovenia
SWE,2007,"rgb(30,162,62)",'752,Sweden
SWZ,2007,"rgb(184,3,67)",'748,Swaziland
SYC,2007,"rgb(27,204,24)",'690,Seychelles
SYR,2007,"rgb(130,59,66)",'760,Syria
TCA,2007,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2007,"rgb(182,23,49)",'768,Togo
THA,2007,"rgb(120,26,109)",'764,Thailand
TON,2007,"rgb(87,2,166)",'776,Tonga
TTO,2007,"rgb(9,12,234)",'780,Trinidad & Tobago
TUN,2007,"rgb(40,166,49)",'788,Tunisia
TUR,2007,"rgb(65,134,56)",'792,Turkey
TZA,2007,"rgb(135,61,59)",'834,Tanzania
UGA,2007,"rgb(132,67,56)",'800,Uganda
UKR,2007,"rgb(70,139,46)",'804,Ukraine
URY,2007,"rgb(92,42,121)",'858,Uruguay
VCT,2007,"rgb(21,4,229)",'670,St. Vincent & the Grenadines
VEN,2007,"rgb(47,16,192)",'862,Venezuela
VNM,2007,"rgb(133,26,96)",'704,Vietnam
VUT,2007,"rgb(188,26,41)",'548,Vanuatu
WSM,2007,"rgb(46,1,208)",'882,Samoa
YEM,2007,"rgb(165,22,68)",'887,Yemen
ZAF,2007,"rgb(79,90,85)",'710,South Africa
ZMB,2007,"rgb(183,35,36)",'894,Zambia
ZWE,2007,"rgb(125,39,91)",'716,Zimbabwe
TWN,2007,"rgb(143,19,93)",'158,Taiwan
ABW,2008,"rgb(6,1,248)",'533,Aruba
AFG,2008,"rgb(213,32,10)",'004,Afghanistan
AIA,2008,"rgb(2,5,248)",'660,Anguilla
ALB,2008,"rgb(128,106,21)",'008,Albania
AND,2008,"rgb(93,142,20)",'020,Andorra
ANT,2008,"rgb(12,8,235)",NA,NA
ARE,2008,"rgb(111,64,81)",'784,United Arab Emirates
