code,year,color,id,name
TWN,1998,"rgb(20,37,198)",'158,Taiwan
ALB,1999,"rgb(8,182,65)",'008,Albania
AND,1999,"rgb(42,143,70)",'020,Andorra
ARE,1999,"rgb(62,73,120)",'784,United Arab Emirates
ARG,1999,"rgb(34,46,174)",'032,Argentina
ARM,1999,"rgb(8,74,173)",'051,Armenia
ATG,1999,"rgb(2,6,247)",'028,Antigua & Barbuda
AUS,1999,"rgb(57,39,159)",'036,Australia
AUT,1999,"rgb(6,221,28)",'040,Austria
AZE,1999,"rgb(20,76,159)",'031,Azerbaijan
BDI,1999,"rgb(62,125,67)",'108,Burundi
BEL,1999,"rgb(12,179,64)",'056,Belgium
BEN,1999,"rgb(94,60,101)",'204,Benin
BFA,1999,"rgb(42,112,101)",'854,Burkina
BGR,1999,"rgb(10,194,51)",'100,Bulgaria
BHS,1999,"rgb(0,2,253)",'044,The Bahamas
BLR,1999,"rgb(40,175,40)",'112,Belarus
BLZ,1999,"rgb(4,4,247)",'084,Belize
BOL,1999,"rgb(8,16,230)",'068,Bolivia
BRA,1999,"rgb(13,59,184)",'076,Brazil
BRB,1999,"rgb(6,9,240)",'052,Barbados
BTN,1999,"rgb(151,0,103)",'064,Bhutan
CAF,1999,"rgb(67,138,50)",'140,Central African Republic
CAN,1999,"rgb(5,4,245)",'124,Canada
CHE,1999,"rgb(8,181,66)",'756,Switzerland
CHL,1999,"rgb(32,38,185)",'152,Chile
CIV,1999,"rgb(24,78,153)",'384,C?te d'Ivoire
CMR,1999,"rgb(53,112,90)",'120,Cameroon
COL,1999,"rgb(6,23,227)",'170,Colombia
COM,1999,"rgb(10,101,144)",'174,The Comoros
CPV,1999,"rgb(23,95,137)",'132,Cape Verde
CRI,1999,"rgb(2,11,241)",'188,Costa Rica
CUB,1999,"rgb(193,59,3)",'192,Cuba
CYP,1999,"rgb(31,90,134)",'196,Cyprus
CZE,1999,"rgb(7,228,20)",'203,Czech Republic
DMA,1999,"rgb(3,7,245)",'212,Dominica
DNK,1999,"rgb(15,195,44)",'208,Denmark
DZA,1999,"rgb(20,61,175)",'012,Algeria
ECU,1999,"rgb(11,21,222)",'218,Ecuador
EGY,1999,"rgb(33,78,143)",'818,Egypt
ESP,1999,"rgb(20,175,60)",'724,Spain
EST,1999,"rgb(14,169,72)",'233,Estonia
ETH,1999,"rgb(55,121,80)",'231,Ethiopia
FIN,1999,"rgb(25,146,83)",'246,Finland
FRA,1999,"rgb(19,157,79)",'250,France
FRO,1999,"rgb(17,167,71)",'234,Faroe Islands
GAB,1999,"rgb(28,9,218)",'266,Gabon
GBR,1999,"rgb(13,119,123)",'826,Great Britain (United Kingdom; England)
GEO,1999,"rgb(5,114,136)",'268,Georgia
GHA,1999,"rgb(36,100,119)",'288,Ghana
GIN,1999,"rgb(68,65,122)",'324,Guinea
GMB,1999,"rgb(64,141,50)",'270,Gambia
GRC,1999,"rgb(16,181,58)",'300,Greece
GRD,1999,"rgb(4,14,237)",'308,Grenada
GRL,1999,"rgb(46,78,131)",'304,Greenland
GTM,1999,"rgb(1,19,235)",'320,Guatemala
GUY,1999,"rgb(10,5,240)",'328,Guyana
HKG,1999,"rgb(173,13,69)",'344,Hong Kong
HND,1999,"rgb(2,10,243)",'340,Honduras
HRV,1999,"rgb(8,212,35)",'191,Croatia
HUN,1999,"rgb(8,219,28)",'348,Hungary
IDN,1999,"rgb(53,43,159)",'360,Indonesia
IND,1999,"rgb(27,53,176)",'356,India
IRL,1999,"rgb(7,94,155)",'372,Ireland
IRN,1999,"rgb(69,179,7)",'364,Iran
ISL,1999,"rgb(10,121,124)",'352,Iceland
ISR,1999,"rgb(8,48,200)",'376,Israel
ITA,1999,"rgb(15,171,68)",'380,Italy
JAM,1999,"rgb(7,5,243)",'388,Jamaica
JOR,1999,"rgb(42,102,111)",'400,Jordan
JPN,1999,"rgb(57,26,171)",'392,Japan
KAZ,1999,"rgb(89,99,67)",'398,Kazakhstan
KEN,1999,"rgb(34,114,107)",'404,Kenya
KIR,1999,"rgb(89,3,164)",'296,Kiribati
KNA,1999,"rgb(1,1,253)",'659,St. Kitts & Nevis
KOR,1999,"rgb(68,24,163)",'410,South Korea
LBN,1999,"rgb(48,106,100)",'422,Lebanon
LCA,1999,"rgb(9,6,241)",'662,St. Lucia
LKA,1999,"rgb(17,35,203)",'144,Sri Lanka
LTU,1999,"rgb(3,210,42)",'440,Lithuania
LUX,1999,"rgb(3,191,61)",'442,Luxembourg
LVA,1999,"rgb(4,207,44)",'428,Latvia
MAC,1999,"rgb(100,33,122)",'446,Macao
MAR,1999,"rgb(31,118,105)",'504,Morocco
MDA,1999,"rgb(2,182,71)",'498,Moldova
MDG,1999,"rgb(92,95,68)",'450,Madagascar
MDV,1999,"rgb(4,83,167)",'462,Maldives
MEX,1999,"rgb(2,8,245)",'484,Mexico
MKD,1999,"rgb(4,182,69)",'807,Republic of Macedonia (FYROM)
MLI,1999,"rgb(89,77,88)",'466,Mali
MLT,1999,"rgb(9,110,136)",'470,Malta
MNG,1999,"rgb(185,17,53)",'496,Mongolia
MOZ,1999,"rgb(4,21,230)",'508,Mozambique
MSR,1999,"rgb(1,1,253)",'500,Montserrat
MUS,1999,"rgb(50,60,145)",'480,Mauritius
MWI,1999,"rgb(5,146,104)",'454,Malawi
MYS,1999,"rgb(30,27,199)",'458,Malaysia
NCL,1999,"rgb(35,66,154)",'540,New Caledonia
NER,1999,"rgb(126,38,91)",'562,Niger
NGA,1999,"rgb(13,15,227)",'566,Nigeria
NIC,1999,"rgb(1,24,229)",'558,Nicaragua
NLD,1999,"rgb(12,181,62)",'528,Netherlands
NOR,1999,"rgb(22,137,96)",'578,Norway
NPL,1999,"rgb(63,89,103)",'524,Nepal
NZL,1999,"rgb(45,39,171)",'554,New Zealand
OMN,1999,"rgb(142,38,74)",'512,Oman
PAN,1999,"rgb(3,18,234)",'591,Panama
PER,1999,"rgb(25,27,203)",'604,Peru
PHL,1999,"rgb(21,25,209)",'608,The Philippines
POL,1999,"rgb(14,217,24)",'616,Poland
PRT,1999,"rgb(6,204,45)",'620,Portugal
PRY,1999,"rgb(0,53,202)",'600,Paraguay
PYF,1999,"rgb(21,41,193)",'258,French polynesia
ROU,1999,"rgb(11,202,42)",'642,Romania
RUS,1999,"rgb(51,121,83)",'643,Russian Federation
RWA,1999,"rgb(33,150,72)",'646,Rwanda
SAU,1999,"rgb(13,36,206)",'682,Saudi Arabia
SCG,1999,"rgb(30,198,27)",NA,NA
SDN,1999,"rgb(216,0,39)",'729,Sudan
SEN,1999,"rgb(60,100,94)",'686,Senegal
SGP,1999,"rgb(43,30,182)",'702,Singapore
SLV,1999,"rgb(3,28,224)",'222,El Salvador
STP,1999,"rgb(0,58,197)",'678,Sao Tome & Principe
SUR,1999,"rgb(10,3,241)",'740,Suriname
SVK,1999,"rgb(6,231,18)",'703,Slovakia
SVN,1999,"rgb(7,222,26)",'705,Slovenia
SWE,1999,"rgb(19,158,78)",'752,Sweden
SYC,1999,"rgb(36,151,68)",'690,Seychelles
TCA,1999,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,1999,"rgb(54,140,61)",'768,Togo
THA,1999,"rgb(42,29,184)",'764,Thailand
TKM,1999,"rgb(28,115,112)",'795,Turkmenistan
TTO,1999,"rgb(5,8,242)",'780,Trinidad & Tobago
TUN,1999,"rgb(13,196,46)",'788,Tunisia
TUR,1999,"rgb(13,163,79)",'792,Turkey
TUV,1999,"rgb(217,8,30)",'798,Tuvalu
TZA,1999,"rgb(47,119,89)",'834,Tanzania
UGA,1999,"rgb(53,83,119)",'800,Uganda
UKR,1999,"rgb(69,119,67)",'804,Ukraine
URY,1999,"rgb(43,60,152)",'858,Uruguay
VCT,1999,"rgb(5,6,244)",'670,St. Vincent & the Grenadines
VEN,1999,"rgb(1,12,242)",'862,Venezuela
ZAF,1999,"rgb(22,113,121)",'710,South Africa
ZMB,1999,"rgb(40,215,0)",'894,Zambia
TWN,1999,"rgb(27,36,193)",'158,Taiwan
ABW,2000,"rgb(3,6,246)",'533,Aruba
AIA,2000,"rgb(0,0,255)",'660,Anguilla
ALB,2000,"rgb(32,183,40)",'008,Albania
AND,2000,"rgb(38,155,62)",'020,Andorra
ARE,2000,"rgb(84,72,99)",'784,United Arab Emirates
ARG,2000,"rgb(42,40,172)",'032,Argentina
ARM,2000,"rgb(2,64,188)",'051,Armenia
ATG,2000,"rgb(1,4,250)",'028,Antigua & Barbuda
AUS,2000,"rgb(68,33,155)",'036,Australia
AUT,2000,"rgb(7,217,31)",'040,Austria
AZE,2000,"rgb(31,84,140)",'031,Azerbaijan
BDI,2000,"rgb(92,98,65)",'108,Burundi
BEL,2000,"rgb(14,172,69)",'056,Belgium
BEN,2000,"rgb(111,74,71)",'204,Benin
BFA,2000,"rgb(74,127,55)",'854,Burkina
BGD,2000,"rgb(54,47,154)",'050,Bangladesh
BGR,2000,"rgb(11,190,54)",'100,Bulgaria
BHR,2000,"rgb(42,50,163)",'048,Bahrain
BHS,2000,"rgb(0,2,253)",'044,The Bahamas
BLR,2000,"rgb(38,168,49)",'112,Belarus
BLZ,2000,"rgb(2,7,245)",'084,Belize
BOL,2000,"rgb(19,15,221)",'068,Bolivia
BRA,2000,"rgb(16,50,189)",'076,Brazil
BRB,2000,"rgb(7,9,239)",'052,Barbados
BWA,2000,"rgb(27,77,151)",'072,Botswana
CAF,2000,"rgb(26,192,37)",'140,Central African Republic
CAN,2000,"rgb(6,5,244)",'124,Canada
CHE,2000,"rgb(9,174,72)",'756,Switzerland
CHL,2000,"rgb(51,29,174)",'152,Chile
CIV,2000,"rgb(27,77,151)",'384,C?te d'Ivoire
CMR,2000,"rgb(117,65,73)",'120,Cameroon
COK,2000,"rgb(0,2,253)",'184,Cook Islands
COL,2000,"rgb(8,20,227)",'170,Colombia
COM,2000,"rgb(38,100,117)",'174,The Comoros
CPV,2000,"rgb(36,83,135)",'132,Cape Verde
CRI,2000,"rgb(4,10,241)",'188,Costa Rica
CUB,2000,"rgb(183,71,2)",'192,Cuba
CYP,2000,"rgb(40,89,126)",'196,Cyprus
CZE,2000,"rgb(8,225,23)",'203,Czech Republic
DMA,2000,"rgb(3,6,246)",'212,Dominica
DNK,2000,"rgb(18,189,48)",'208,Denmark
DZA,2000,"rgb(9,60,186)",'012,Algeria
ECU,2000,"rgb(11,20,224)",'218,Ecuador
EGY,2000,"rgb(38,76,140)",'818,Egypt
ESP,2000,"rgb(22,170,63)",'724,Spain
EST,2000,"rgb(45,160,50)",'233,Estonia
ETH,2000,"rgb(74,121,60)",'231,Ethiopia
FIN,2000,"rgb(32,143,79)",'246,Finland
FJI,2000,"rgb(26,10,219)",'242,Fiji
FRA,2000,"rgb(20,150,84)",'250,France
FRO,2000,"rgb(17,145,93)",'234,Faroe Islands
GAB,2000,"rgb(24,5,226)",'266,Gabon
GBR,2000,"rgb(24,105,125)",'826,Great Britain (United Kingdom; England)
GEO,2000,"rgb(6,134,115)",'268,Georgia
GHA,2000,"rgb(42,103,110)",'288,Ghana
GIN,2000,"rgb(37,67,151)",'324,Guinea
GMB,2000,"rgb(55,169,31)",'270,Gambia
GRC,2000,"rgb(25,174,56)",'300,Greece
GRD,2000,"rgb(2,15,238)",'308,Grenada
GRL,2000,"rgb(13,2,240)",'304,Greenland
GTM,2000,"rgb(4,18,233)",'320,Guatemala
GUY,2000,"rgb(11,3,241)",'328,Guyana
HKG,2000,"rgb(175,13,67)",'344,Hong Kong
HND,2000,"rgb(2,11,242)",'340,Honduras
HRV,2000,"rgb(10,207,38)",'191,Croatia
HUN,2000,"rgb(11,213,31)",'348,Hungary
IDN,2000,"rgb(63,35,157)",'360,Indonesia
IND,2000,"rgb(31,51,172)",'356,India
IRL,2000,"rgb(7,87,161)",'372,Ireland
IRN,2000,"rgb(69,172,14)",'364,Iran
ISL,2000,"rgb(13,132,111)",'352,Iceland
ISR,2000,"rgb(9,46,200)",'376,Israel
ITA,2000,"rgb(18,161,76)",'380,Italy
JAM,2000,"rgb(6,7,242)",'388,Jamaica
JOR,2000,"rgb(43,108,104)",'400,Jordan
JPN,2000,"rgb(65,25,164)",'392,Japan
KAZ,2000,"rgb(97,104,54)",'398,Kazakhstan
KEN,2000,"rgb(59,104,92)",'404,Kenya
KGZ,2000,"rgb(67,141,47)",'417,Kyrgyzstan
KHM,2000,"rgb(35,19,200)",'116,Cambodia
KNA,2000,"rgb(1,2,253)",'659,St. Kitts & Nevis
KOR,2000,"rgb(74,23,158)",'410,South Korea
KWT,2000,"rgb(51,84,119)",'414,Kuwait
LBN,2000,"rgb(55,103,97)",'422,Lebanon
LCA,2000,"rgb(12,8,235)",'662,St. Lucia
LKA,2000,"rgb(21,32,202)",'144,Sri Lanka
LSO,2000,"rgb(10,0,245)",'426,Lesotho
LTU,2000,"rgb(12,197,45)",'440,Lithuania
LUX,2000,"rgb(5,202,48)",'442,Luxembourg
LVA,2000,"rgb(6,214,35)",'428,Latvia
MAC,2000,"rgb(109,22,124)",'446,Macao
MAR,2000,"rgb(36,111,107)",'504,Morocco
MDA,2000,"rgb(5,165,85)",'498,Moldova
MDG,2000,"rgb(80,42,133)",'450,Madagascar
MDV,2000,"rgb(5,59,191)",'462,Maldives
MEX,2000,"rgb(3,7,246)",'484,Mexico
MKD,2000,"rgb(5,168,82)",'807,Republic of Macedonia (FYROM)
MLI,2000,"rgb(8,46,201)",'466,Mali
MLT,2000,"rgb(9,82,164)",'470,Malta
MNG,2000,"rgb(169,14,71)",'496,Mongolia
MOZ,2000,"rgb(76,3,175)",'508,Mozambique
MRT,2000,"rgb(24,140,91)",'478,Mauritania
MSR,2000,"rgb(1,1,253)",'500,Montserrat
MUS,2000,"rgb(61,52,141)",'480,Mauritius
MWI,2000,"rgb(28,115,112)",'454,Malawi
MYS,2000,"rgb(36,28,192)",'458,Malaysia
MYT,2000,"rgb(71,136,48)",'175,Mayotte
NAM,2000,"rgb(17,100,138)",'516,Namibia
NCL,2000,"rgb(50,70,135)",'540,New Caledonia
NER,2000,"rgb(75,20,160)",'562,Niger
NGA,2000,"rgb(8,14,234)",'566,Nigeria
NIC,2000,"rgb(3,28,223)",'558,Nicaragua
NLD,2000,"rgb(15,180,60)",'528,Netherlands
NOR,2000,"rgb(17,138,100)",'578,Norway
NPL,2000,"rgb(65,70,120)",'524,Nepal
NZL,2000,"rgb(50,35,169)",'554,New Zealand
OMN,2000,"rgb(215,14,26)",'512,Oman
PAN,2000,"rgb(4,11,241)",'591,Panama
PER,2000,"rgb(41,19,195)",'604,Peru
PHL,2000,"rgb(18,25,212)",'608,The Philippines
PNG,2000,"rgb(43,75,137)",'598,Papua New Guinea
POL,2000,"rgb(14,212,29)",'616,Poland
PRT,2000,"rgb(8,196,51)",'620,Portugal
PRY,2000,"rgb(128,34,93)",'600,Paraguay
PYF,2000,"rgb(29,53,172)",'258,French polynesia
QAT,2000,"rgb(76,50,128)",'634,Qatar
ROU,2000,"rgb(14,198,43)",'642,Romania
RUS,2000,"rgb(59,126,70)",'643,Russian Federation
SAU,2000,"rgb(32,62,161)",'682,Saudi Arabia
SCG,2000,"rgb(26,204,24)",NA,NA
SDN,2000,"rgb(242,0,13)",'729,Sudan
SEN,2000,"rgb(77,93,85)",'686,Senegal
SGP,2000,"rgb(49,33,173)",'702,Singapore
SLE,2000,"rgb(75,88,92)",'694,Sierra Leone
SLV,2000,"rgb(5,24,227)",'222,El Salvador
STP,2000,"rgb(17,77,161)",'678,Sao Tome & Principe
SUR,2000,"rgb(20,6,229)",'740,Suriname
SVK,2000,"rgb(7,232,16)",'703,Slovakia
SVN,2000,"rgb(8,218,30)",'705,Slovenia
SWE,2000,"rgb(19,149,87)",'752,Sweden
SWZ,2000,"rgb(13,6,236)",'748,Swaziland
SYC,2000,"rgb(31,171,53)",'690,Seychelles
TCA,2000,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2000,"rgb(78,132,45)",'768,Togo
THA,2000,"rgb(50,29,177)",'764,Thailand
TJK,2000,"rgb(0,201,54)",'762,Tajikistan
TKM,2000,"rgb(39,91,124)",'795,Turkmenistan
TON,2000,"rgb(30,4,220)",'776,Tonga
TTO,2000,"rgb(4,5,246)",'780,Trinidad & Tobago
TUN,2000,"rgb(12,189,53)",'788,Tunisia
TUR,2000,"rgb(17,152,86)",'792,Turkey
TZA,2000,"rgb(68,113,74)",'834,Tanzania
UGA,2000,"rgb(76,79,100)",'800,Uganda
UKR,2000,"rgb(52,127,76)",'804,Ukraine
URY,2000,"rgb(56,54,146)",'858,Uruguay
VCT,2000,"rgb(4,7,244)",'670,St. Vincent & the Grenadines
VEN,2000,"rgb(2,8,245)",'862,Venezuela
VNM,2000,"rgb(148,52,55)",'704,Vietnam
VUT,2000,"rgb(74,82,99)",'548,Vanuatu
WLF,2000,"rgb(103,32,119)",'876,Wallis and Futuna
ZAF,2000,"rgb(27,112,116)",'710,South Africa
ZMB,2000,"rgb(31,79,144)",'894,Zambia
ZWE,2000,"rgb(60,90,105)",'716,Zimbabwe
TWN,2000,"rgb(33,33,189)",'158,Taiwan
ABW,2001,"rgb(3,5,247)",'533,Aruba
AIA,2001,"rgb(0,1,254)",'660,Anguilla
ALB,2001,"rgb(50,175,30)",'008,Albania
AND,2001,"rgb(39,171,44)",'020,Andorra
ARE,2001,"rgb(80,81,94)",'784,United Arab Emirates
ARG,2001,"rgb(54,37,164)",'032,Argentina
ARM,2001,"rgb(3,61,191)",'051,Armenia
AUS,2001,"rgb(76,35,143)",'036,Australia
AUT,2001,"rgb(8,215,31)",'040,Austria
AZE,2001,"rgb(30,58,166)",'031,Azerbaijan
BDI,2001,"rgb(84,106,65)",'108,Burundi
BEL,2001,"rgb(15,176,64)",'056,Belgium
BEN,2001,"rgb(130,55,70)",'204,Benin
BFA,2001,"rgb(56,136,63)",'854,Burkina
BGD,2001,"rgb(55,46,154)",'050,Bangladesh
BGR,2001,"rgb(11,188,56)",'100,Bulgaria
BHR,2001,"rgb(43,44,168)",'048,Bahrain
BHS,2001,"rgb(0,3,252)",'044,The Bahamas
BLR,2001,"rgb(38,174,43)",'112,Belarus
BLZ,2001,"rgb(3,3,249)",'084,Belize
BOL,2001,"rgb(36,18,200)",'068,Bolivia
BRA,2001,"rgb(22,49,184)",'076,Brazil
BRB,2001,"rgb(11,9,235)",'052,Barbados
BRN,2001,"rgb(78,18,159)",'096,Brunei
BWA,2001,"rgb(29,66,160)",'072,Botswana
CAF,2001,"rgb(36,167,52)",'140,Central African Republic
CAN,2001,"rgb(7,5,243)",'124,Canada
CHE,2001,"rgb(10,181,64)",'756,Switzerland
CHL,2001,"rgb(54,32,169)",'152,Chile
CIV,2001,"rgb(29,83,143)",'384,C?te d'Ivoire
CMR,2001,"rgb(78,84,93)",'120,Cameroon
COK,2001,"rgb(38,2,215)",'184,Cook Islands
COL,2001,"rgb(11,22,222)",'170,Colombia
COM,2001,"rgb(20,103,132)",'174,The Comoros
CPV,2001,"rgb(131,56,69)",'132,Cape Verde
CRI,2001,"rgb(5,11,239)",'188,Costa Rica
CUB,2001,"rgb(211,42,1)",'192,Cuba
CYP,2001,"rgb(44,92,119)",'196,Cyprus
CZE,2001,"rgb(10,223,22)",'203,Czech Republic
DMA,2001,"rgb(5,5,245)",'212,Dominica
DNK,2001,"rgb(17,189,49)",'208,Denmark
DOM,2001,"rgb(5,12,238)",'214,Dominican Republic
DZA,2001,"rgb(14,51,189)",'012,Algeria
ECU,2001,"rgb(11,23,220)",'218,Ecuador
EGY,2001,"rgb(37,72,146)",'818,Egypt
ESP,2001,"rgb(24,175,56)",'724,Spain
EST,2001,"rgb(85,126,44)",'233,Estonia
ETH,2001,"rgb(86,56,113)",'231,Ethiopia
FIN,2001,"rgb(29,138,88)",'246,Finland
FJI,2001,"rgb(30,9,216)",'242,Fiji
FRA,2001,"rgb(21,149,85)",'250,France
FRO,2001,"rgb(26,170,59)",'234,Faroe Islands
GAB,2001,"rgb(21,6,228)",'266,Gabon
GBR,2001,"rgb(26,105,123)",'826,Great Britain (United Kingdom; England)
GEO,2001,"rgb(8,132,115)",'268,Georgia
GHA,2001,"rgb(53,94,108)",'288,Ghana
GIN,2001,"rgb(37,58,160)",'324,Guinea
GMB,2001,"rgb(46,182,27)",'270,Gambia
GRC,2001,"rgb(30,173,53)",'300,Greece
GRD,2001,"rgb(3,12,240)",'308,Grenada
GRL,2001,"rgb(5,30,219)",'304,Greenland
GTM,2001,"rgb(4,15,236)",'320,Guatemala
GUY,2001,"rgb(11,6,239)",'328,Guyana
HKG,2001,"rgb(179,12,63)",'344,Hong Kong
HND,2001,"rgb(3,12,240)",'340,Honduras
HRV,2001,"rgb(13,204,38)",'191,Croatia
HUN,2001,"rgb(16,208,32)",'348,Hungary
IDN,2001,"rgb(59,38,159)",'360,Indonesia
IND,2001,"rgb(39,52,164)",'356,India
IRL,2001,"rgb(9,95,151)",'372,Ireland
IRN,2001,"rgb(73,168,14)",'364,Iran
ISL,2001,"rgb(17,132,106)",'352,Iceland
ISR,2001,"rgb(12,44,199)",'376,Israel
ITA,2001,"rgb(20,162,73)",'380,Italy
JAM,2001,"rgb(12,5,239)",'388,Jamaica
JOR,2001,"rgb(52,87,116)",'400,Jordan
JPN,2001,"rgb(75,24,157)",'392,Japan
KAZ,2001,"rgb(91,109,55)",'398,Kazakhstan
KEN,2001,"rgb(28,64,163)",'404,Kenya
KGZ,2001,"rgb(79,137,39)",'417,Kyrgyzstan
KHM,2001,"rgb(38,25,192)",'116,Cambodia
KNA,2001,"rgb(1,3,251)",'659,St. Kitts & Nevis
KOR,2001,"rgb(85,24,146)",'410,South Korea
KWT,2001,"rgb(53,96,106)",'414,Kuwait
LBN,2001,"rgb(65,100,90)",'422,Lebanon
LCA,2001,"rgb(11,6,238)",'662,St. Lucia
LKA,2001,"rgb(21,31,203)",'144,Sri Lanka
LSO,2001,"rgb(7,1,247)",'426,Lesotho
LTU,2001,"rgb(15,197,43)",'440,Lithuania
LUX,2001,"rgb(4,209,41)",'442,Luxembourg
LVA,2001,"rgb(7,219,29)",'428,Latvia
MAC,2001,"rgb(117,21,117)",'446,Macao
MAR,2001,"rgb(42,121,92)",'504,Morocco
MDA,2001,"rgb(12,170,74)",'498,Moldova
MDG,2001,"rgb(57,43,155)",'450,Madagascar
MDV,2001,"rgb(8,49,198)",'462,Maldives
MEX,2001,"rgb(4,7,243)",'484,Mexico
MKD,2001,"rgb(8,185,62)",'807,Republic of Macedonia (FYROM)
MLI,2001,"rgb(48,86,121)",'466,Mali
MLT,2001,"rgb(11,99,144)",'470,Malta
MMR,2001,"rgb(208,22,25)",'104,Myanmar (Burma)
MNG,2001,"rgb(165,16,74)",'496,Mongolia
MOZ,2001,"rgb(92,37,126)",'508,Mozambique
MRT,2001,"rgb(17,127,112)",'478,Mauritania
MSR,2001,"rgb(1,1,253)",'500,Montserrat
MUS,2001,"rgb(55,62,138)",'480,Mauritius
MWI,2001,"rgb(27,94,135)",'454,Malawi
MYS,2001,"rgb(46,29,180)",'458,Malaysia
MYT,2001,"rgb(61,140,54)",'175,Mayotte
NAM,2001,"rgb(49,90,116)",'516,Namibia
NCL,2001,"rgb(89,0,166)",'540,New Caledonia
NER,2001,"rgb(54,11,191)",'562,Niger
NGA,2001,"rgb(17,27,211)",'566,Nigeria
NIC,2001,"rgb(9,23,223)",'558,Nicaragua
NLD,2001,"rgb(18,180,57)",'528,Netherlands
NOR,2001,"rgb(21,145,89)",'578,Norway
NZL,2001,"rgb(57,38,160)",'554,New Zealand
OMN,2001,"rgb(159,31,65)",'512,Oman
PAN,2001,"rgb(5,13,237)",'591,Panama
PER,2001,"rgb(43,24,188)",'604,Peru
PHL,2001,"rgb(24,28,203)",'608,The Philippines
PNG,2001,"rgb(56,50,149)",'598,Papua New Guinea
POL,2001,"rgb(16,217,22)",'616,Poland
PRT,2001,"rgb(7,194,54)",'620,Portugal
PRY,2001,"rgb(138,35,82)",'600,Paraguay
PYF,2001,"rgb(42,50,163)",'258,French polynesia
QAT,2001,"rgb(66,52,136)",'634,Qatar
ROU,2001,"rgb(16,198,41)",'642,Romania
RUS,2001,"rgb(62,129,64)",'643,Russian Federation
RWA,2001,"rgb(53,73,130)",'646,Rwanda
SAU,2001,"rgb(42,63,150)",'682,Saudi Arabia
SCG,2001,"rgb(33,193,28)",NA,NA
SDN,2001,"rgb(220,30,5)",'729,Sudan
SEN,2001,"rgb(59,107,89)",'686,Senegal
SGP,2001,"rgb(55,35,165)",'702,Singapore
SLV,2001,"rgb(7,20,227)",'222,El Salvador
STP,2001,"rgb(13,219,23)",'678,Sao Tome & Principe
SUR,2001,"rgb(36,6,214)",'740,Suriname
SVK,2001,"rgb(8,232,15)",'703,Slovakia
SVN,2001,"rgb(9,219,28)",'705,Slovenia
SWE,2001,"rgb(20,145,90)",'752,Sweden
SWZ,2001,"rgb(203,14,38)",'748,Swaziland
SYC,2001,"rgb(4,20,231)",'690,Seychelles
SYR,2001,"rgb(59,97,99)",'760,Syria
TCA,2001,"rgb(0,0,255)",'796,Turks & Caicos Islands
TGO,2001,"rgb(61,104,90)",'768,Togo
THA,2001,"rgb(54,34,167)",'764,Thailand
TON,2001,"rgb(26,5,223)",'776,Tonga
TTO,2001,"rgb(5,10,240)",'780,Trinidad & Tobago
TUN,2001,"rgb(16,188,50)",'788,Tunisia
TUR,2001,"rgb(16,150,89)",'792,Turkey
TUV,2001,"rgb(240,4,11)",'798,Tuvalu
TZA,2001,"rgb(70,105,80)",'834,Tanzania
UGA,2001,"rgb(75,108,72)",'800,Uganda
UKR,2001,"rgb(47,139,69)",'804,Ukraine
URY,2001,"rgb(66,56,133)",'858,Uruguay
VCT,2001,"rgb(5,5,245)",'670,St. Vincent & the Grenadines
VEN,2001,"rgb(5,10,240)",'862,Venezuela
VNM,2001,"rgb(137,51,67)",'704,Vietnam
WLF,2001,"rgb(109,47,99)",'876,Wallis and Futuna
WSM,2001,"rgb(15,2,238)",'882,Samoa
ZAF,2001,"rgb(27,109,119)",'710,South Africa
ZMB,2001,"rgb(100,83,73)",'894,Zambia
ZWE,2001,"rgb(39,114,101)",'716,Zimbabwe
TWN,2001,"rgb(42,34,179)",'158,Taiwan
ABW,2002,"rgb(2,4,250)",'533,Aruba
AIA,2002,"rgb(0,0,255)",'660,Anguilla
ALB,2002,"rgb(56,153,46)",'008,Albania
AND,2002,"rgb(44,170,41)",'020,Andorra
ARE,2002,"rgb(90,75,89)",'784,United Arab Emirates
ARG,2002,"rgb(49,41,165)",'032,Argentina
ARM,2002,"rgb(16,98,141)",'051,Armenia
AUS,2002,"rgb(83,35,137)",'036,Australia
AUT,2002,"rgb(10,215,30)",'040,Austria
AZE,2002,"rgb(42,91,122)",'031,Azerbaijan
BDI,2002,"rgb(126,85,44)",'108,Burundi
BEL,2002,"rgb(15,172,69)",'056,Belgium
BEN,2002,"rgb(148,56,50)",'204,Benin
BFA,2002,"rgb(100,76,79)",'854,Burkina
BGD,2002,"rgb(53,49,152)",'050,Bangladesh
BGR,2002,"rgb(17,189,50)",'100,Bulgaria
BHR,2002,"rgb(43,63,149)",'048,Bahrain
BHS,2002,"rgb(1,2,252)",'044,The Bahamas
BLR,2002,"rgb(45,177,33)",'112,Belarus
BLZ,2002,"rgb(4,2,249)",'084,Belize
BOL,2002,"rgb(40,16,200)",'068,Bolivia
BRA,2002,"rgb(28,48,179)",'076,Brazil
BRB,2002,"rgb(13,9,232)",'052,Barbados
BRN,2002,"rgb(81,13,160)",'096,Brunei
BWA,2002,"rgb(34,79,142)",'072,Botswana
CAF,2002,"rgb(36,191,28)",'140,Central African Republic
CAN,2002,"rgb(9,5,242)",'124,Canada
CHE,2002,"rgb(11,177,67)",'756,Switzerland
